0.0127401855,0.42673746,0.92305577,0.54452056,0.0055633313,0.39053357,0.9065147,0.59500444,0.5247267,0.5430079,0.7092789,0.54417855,0.9274553,0.58613914,0.7970095,0.1522501,0.071861476
0.03288069,0.46787032,0.8552265,0.53179115,0.015816238,0.3586267,0.83929044,0.5410241,0.49975973,0.5406546,0.6590863,0.590679,0.9311356,0.5990086,0.78160185,0.24409597,0.13224155
0.04318896,0.45565793,0.8195997,0.59366655,0.023230486,0.394051,0.808335,0.5503199,0.5463796,0.5278632,0.6273316,0.5569768,0.93499255,0.62900525,0.7819257,0.2906805,0.15355928
0.114007026,0.42294866,0.72212183,0.59435403,0.07797116,0.38367474,0.69255495,0.59781694,0.57608956,0.48302826,0.5306574,0.48588297,0.93285716,0.6336133,0.78961843,0.37807086,0.24229972
0.21481742,0.35439146,0.64081126,0.64354116,0.1814805,0.42874405,0.5656478,0.67433006,0.64552027,0.4321674,0.45196658,0.3434704,0.93074447,0.6551735,0.79726076,0.4707618,0.34284404
0.1655833,0.40883547,0.6498538,0.6080266,0.12024931,0.39052245,0.61371636,0.622455,0.5889504,0.46162394,0.4984852,0.4189359,0.93270695,0.6437582,0.788885,0.47227964,0.32836923
0.28733087,0.35872427,0.56398547,0.68527293,0.24947263,0.44815427,0.5116992,0.64932877,0.66822344,0.43990642,0.41529953,0.34173268,0.92848074,0.685146,0.79595125,0.5115248,0.3911906
0.37928867,0.3610645,0.49204895,0.6477899,0.33301833,0.41051278,0.44635516,0.67037475,0.65764385,0.42834434,0.3961534,0.36649668,0.9262643,0.670118,0.79296666,0.57395035,0.47421074
0.32064697,0.38083145,0.5268965,0.6501704,0.2823717,0.41532183,0.4693272,0.64052194,0.6396266,0.44415635,0.4169375,0.360756,0.9317781,0.6776764,0.7857341,0.56531185,0.43919128
0.2928356,0.38340116,0.5460014,0.6288465,0.23509462,0.3966027,0.48839352,0.65015346,0.6357631,0.44127816,0.41617194,0.31201404,0.9233985,0.66946757,0.7907094,0.5435815,0.43620288
