0.45021796,0.38363272,0.23631503,0.7182236,0.56860083,0.39158747,0.7029269,0.6389097,0.49479747
0.46030143,0.37506044,0.30541512,0.63421863,0.55365354,0.48478836,0.653139,0.5724345,0.5328536
0.45364213,0.39014792,0.34663975,0.6284648,0.5458243,0.47933516,0.6344462,0.47420698,0.5173973
0.34267676,0.5118977,0.40900677,0.661583,0.43304956,0.46002877,0.6667253,0.42146283,0.4240188
0.27204683,0.63383156,0.4634636,0.7143779,0.34730965,0.38459155,0.69668204,0.3513648,0.3258435
0.38174254,0.5227849,0.5041539,0.5913882,0.44464105,0.51516926,0.59660184,0.37372994,0.4431146
0.3693,0.56919074,0.5315292,0.59715605,0.40943894,0.47158113,0.59605134,0.29064545,0.41680363
0.4846921,0.5152512,0.6290577,0.47794056,0.5026934,0.5519223,0.45179155,0.36231452,0.49373853
0.51902044,0.46648768,0.61132014,0.44696945,0.5256808,0.5890932,0.44384384,0.33731747,0.5377398
0.3555406,0.6084146,0.5563297,0.5919619,0.3773271,0.47616002,0.60471517,0.39314958,0.3992278
0.46220234,0.6287603,0.65386784,0.55199075,0.43386367,0.41240257,0.49160558,0.37252727,0.40144855
0.56177133,0.61957896,0.68444437,0.5111795,0.49068078,0.38025585,0.41495535,0.38063407,0.4252882
0.6806552,0.4975779,0.7020482,0.39030063,0.5927251,0.49054307,0.31872407,0.35378253,0.55078435
0.68803626,0.4694105,0.6865256,0.37158725,0.59687793,0.52712065,0.3216618,0.3872948,0.5779653
0.6094706,0.57846165,0.6912286,0.48345408,0.53136754,0.3957853,0.3798343,0.5028547,0.4733253
0.5648323,0.61095,0.6726345,0.5180238,0.50485784,0.38449633,0.41363952,0.45456895,0.4299314
0.7916216,0.30744085,0.71688443,0.2508429,0.7508922,0.69160396,0.19715446,0.6054951,0.7186214
0.61689615,0.4274014,0.6303808,0.4215853,0.62900317,0.5754487,0.35348967,0.41724417,0.558009
0.853225,0.22492711,0.73644876,0.18451051,0.81707275,0.7606472,0.13881575,0.5868628,0.7878499
0.6052286,0.4942977,0.6560525,0.4384334,0.56980777,0.5145518,0.3741165,0.5734955,0.5299505
0.4719443,0.59718126,0.61106235,0.55376077,0.4576915,0.43470687,0.50660336,0.4636313,0.42113236
0.49819422,0.52863085,0.59817195,0.50252765,0.50524694,0.52213556,0.47532943,0.46961558,0.4755877
0.77510744,0.31247407,0.6893143,0.24802016,0.72387636,0.70388824,0.21552546,0.5329546,0.71232015
0.8794999,0.18690938,0.740464,0.12806588,0.8317725,0.83431464,0.11174418,0.55994457,0.8354133
0.6557835,0.36339182,0.62204206,0.35272503,0.60806096,0.63562983,0.35936412,0.42408422,0.65403724
0.50242513,0.5282221,0.5851916,0.51796424,0.50706863,0.487295,0.48624673,0.42708284,0.47922754
0.78454614,0.2669701,0.67802227,0.23421262,0.75780034,0.7463435,0.20571475,0.5915693,0.7459934
0.46379334,0.5176128,0.57021564,0.53984517,0.48856407,0.48721117,0.5197137,0.46549287,0.48312113
0.34770146,0.61683756,0.534059,0.6274752,0.37526548,0.42478988,0.6388252,0.3679164,0.38698515
0.522709,0.47114486,0.59064287,0.44014022,0.5203711,0.5921089,0.45281753,0.43583,0.54215276
0.5062267,0.46672505,0.5465991,0.5037336,0.5139672,0.5263247,0.5148019,0.4967627,0.5236711
0.642326,0.3526253,0.5689047,0.41558245,0.64911175,0.5906962,0.38798875,0.5249339,0.622471
0.65717924,0.35583434,0.5936777,0.38253063,0.65954137,0.613966,0.34757474,0.4023527,0.62697124
0.73605794,0.28716186,0.6392027,0.27601615,0.71094704,0.72068864,0.26462737,0.5781836,0.71505576
0.77717805,0.2389648,0.62743205,0.23689255,0.7401241,0.75352263,0.24478024,0.5559853,0.76068676
0.50891876,0.43505093,0.5263535,0.48399615,0.5044874,0.5495844,0.53327733,0.42912498,0.5562117
0.74961203,0.26196396,0.6124311,0.269626,0.71421283,0.7222401,0.2777082,0.46866202,0.7372406
0.61521065,0.37994307,0.5686979,0.41538882,0.60466933,0.59774363,0.41755208,0.4256902,0.61020803
0.6401307,0.32673827,0.5597076,0.38334098,0.6208739,0.6329908,0.4131816,0.51627296,0.662556
0.69077545,0.30143353,0.6183679,0.2935777,0.6674581,0.71300054,0.30633166,0.33375248,0.7006621
0.5482843,0.43767282,0.5756525,0.4616491,0.5640267,0.5594941,0.44338056,0.36472163,0.54973036
0.26430902,0.67431486,0.484061,0.7375578,0.32294455,0.32621607,0.7368772,0.34711227,0.30704746
0.43775967,0.52446413,0.5354296,0.58726877,0.47868118,0.4547573,0.56924754,0.38348708,0.45298344
0.43425465,0.50874907,0.5431359,0.5603871,0.47131354,0.49046826,0.56536627,0.43706122,0.48194337
0.43313363,0.50843924,0.51863486,0.55861765,0.45776582,0.48817807,0.58595514,0.41928357,0.479925
0.62990355,0.3461052,0.5859406,0.37989408,0.6205354,0.62942636,0.38998932,0.67891854,0.64807063
0.6051817,0.3930355,0.57889426,0.43473688,0.61216295,0.5694435,0.40825742,0.5961281,0.5844185
0.19804661,0.755243,0.5017669,0.79276276,0.27572504,0.27116537,0.76776844,0.4062755,0.22976601
0.748164,0.2851324,0.6426158,0.29238847,0.7296338,0.69283843,0.25958946,0.59777683,0.7135845
0.66201764,0.3618784,0.5749513,0.40885472,0.65320253,0.5832479,0.37838912,0.45204544,0.6172671
0.2591725,0.6888504,0.48817888,0.7397258,0.31019667,0.3188388,0.7405879,0.43577927,0.29585972
0.29528946,0.6477926,0.46733588,0.7175182,0.33846137,0.3324835,0.7266155,0.25881842,0.32798395
0.1970253,0.48823196,0.32441604,0.7449986,0.36894643,0.49965334,0.8213782,0.47817507,0.40766266
