0.7658581,0.103422664,0.79307467,0.16539583,0.8109384,0.8718698,0.18699682,0.758665,0.6572168,0.07121172,0.70515627,0.9020732,0.1262093
0.6725044,0.113078155,0.7753205,0.2061273,0.8277761,0.869459,0.19502796,0.77306783,0.6946165,0.13642313,0.65402716,0.8606681,0.17514859
0.63853616,0.121849515,0.77364486,0.2551236,0.8303348,0.8599757,0.19874252,0.7438849,0.7012622,0.15744276,0.6048962,0.8189668,0.17563012
0.4892225,0.13880187,0.75637174,0.29598495,0.802175,0.8445111,0.20398264,0.75396043,0.6957871,0.204366,0.5163026,0.7631763,0.222087
0.36255398,0.1454209,0.7644553,0.3532196,0.7692423,0.8252308,0.20444374,0.7313276,0.66558135,0.22076213,0.47999278,0.703336,0.26747516
0.39808348,0.13975874,0.75572443,0.34551835,0.78071576,0.8350553,0.20427889,0.75077254,0.6962293,0.27817473,0.51653284,0.70556897,0.2894465
0.30473953,0.13932012,0.7682946,0.38955095,0.7924492,0.83450186,0.18865429,0.7260851,0.6645326,0.258306,0.5040637,0.64825445,0.28856426
0.24654,0.12526998,0.7606707,0.38287464,0.7809573,0.8442798,0.17850511,0.73516476,0.66889405,0.35998186,0.545501,0.63876605,0.38855872
0.27293104,0.124848746,0.7638884,0.39237416,0.7944294,0.8461747,0.18543696,0.7378064,0.67763394,0.35659096,0.54910135,0.63930094,0.37005696
0.25973046,0.1278153,0.758922,0.3792134,0.7666087,0.8301621,0.18714169,0.75659287,0.6560849,0.2933432,0.5417711,0.65897673,0.36013794
0.17360361,0.10460883,0.7729745,0.43043125,0.75429547,0.83864284,0.16348356,0.71116084,0.59337157,0.3327442,0.62882286,0.60224915,0.46935377
0.13876452,0.09050039,0.79440945,0.45202994,0.7513175,0.8590115,0.14391218,0.6864824,0.5476095,0.31608686,0.715135,0.5794272,0.5196635
0.14898233,0.08555525,0.7977073,0.4615186,0.7761953,0.86777294,0.13981584,0.68720746,0.5583625,0.35842913,0.73742217,0.5659506,0.531178
0.15946351,0.081910774,0.78992087,0.45456195,0.77885634,0.87403476,0.13774052,0.70188123,0.55954546,0.35957077,0.7523837,0.5789065,0.5311995
0.12194325,0.074260116,0.78223354,0.434099,0.7628801,0.87506706,0.12529911,0.7002979,0.50336134,0.34755734,0.77469724,0.5846209,0.58760965
0.12424113,0.081610635,0.79345906,0.4510855,0.7422851,0.8695871,0.1301404,0.6902372,0.5114467,0.33256203,0.76461786,0.5721327,0.5776718
0.1735061,0.07614546,0.7665021,0.37260562,0.77851117,0.884431,0.13301724,0.7383373,0.5990558,0.49207863,0.7506415,0.63192695,0.59439284
0.22136909,0.09312362,0.7765505,0.41633606,0.74960834,0.86302346,0.15466416,0.697141,0.626278,0.40921316,0.6677225,0.6137445,0.494728
0.17889522,0.07341158,0.7620082,0.37719914,0.7886332,0.88725674,0.1336694,0.7303977,0.635108,0.56317705,0.7374556,0.6368377,0.61368227
0.15168248,0.076703995,0.76952547,0.39771485,0.75315785,0.87186944,0.13578112,0.72745687,0.5705152,0.4311726,0.744552,0.6299356,0.6024588
0.15260834,0.08720042,0.7796346,0.4266575,0.7378323,0.85916847,0.14368461,0.71606344,0.55920404,0.3795742,0.7314425,0.6020911,0.5706002
0.18218249,0.09178419,0.7752834,0.41197905,0.7345908,0.85764486,0.15353434,0.7266275,0.6006866,0.40343362,0.7031535,0.6193799,0.5454661
0.14450966,0.07780037,0.7726151,0.39906505,0.7710575,0.88655835,0.13122234,0.73911107,0.61093056,0.50750667,0.7464906,0.6196895,0.6144879
